name,location,origin,location_country,origin_country,origin_country_1,origin_country_2,origin_country_3,origin_country_4,origin_country_5,origin_country_6
Kabiufa Papua New Guinea,"Madison, Wisconsin","Kabiufa, Eastern Highlands, Papua New Guinea",United States,Papua New Guinea,Papua New Guinea,,,,,
Colombia Black Condor,"Durango, Colorado","Vereda, Huila Province, Colombia",United States,Colombia,Colombia,,,,,
Kabiufa Papua New Guinea,"Madison, Wisconsin","Kabiufa, Eastern Highlands, Papua New Guinea",United States,Papua New Guinea,Papua New Guinea,,,,,
Colombia Finca Santa Maria,"ManliUnited States, New York","Aratoca, Santander Department, Colombia",United States,Colombia,Colombia,,,,,
Gigesa Natural,"Madison, Wisconsin","Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Buku Abela,"New Taipei City, Taiwan","Guji Zone, Oromia Region, Hambela Woreda, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Kabiufa Papua New Guinea,"Madison, Wisconsin","Kabiufa, Eastern Highlands, Papua New Guinea",United States,Papua New Guinea,Papua New Guinea,,,,,
Le Brewlife Espresso Blend,"Taichung, Taiwan",,Taiwan,,,,,,,
Top Blend 2,"Yuanlin, Taiwan",Brazil; Colombia; Guatemala,Taiwan,Brazil; Colombia; Guatemala,Brazil, Colombia, Guatemala,,,
Top Blend 1,"Yuanlin, Taiwan",Panama; Ethiopia; Costa Rica,Taiwan,Panama; Ethiopia; Costa Rica,Panama, Ethiopia, Costa Rica,,,
Kona Geisha Peaberry Yeast Fermentation Washed,"Hilo, Hawaii","Holualoa, United States Island, Hawaii",United States,Hawaii,Hawaii,,,,,
Colombia José Julián Giraldo Pink Bourbon Panela Sticky,"Durham, North Carolina","Acevedo, Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Rumadamo Anaerobic Washed,"Olympia, Washington","Bensa, Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Colombia Edwin Enrique Noreña Pink Bourbon,"Durham, North Carolina","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Edwin Enrique Noreña / Black Honey Watermelon & Lulo Co-Ferment,"Durham, North Carolina","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Edwin Enrique Noreña / Black Honey Pink Bourbon Mosto & Passionfruit Co-Ferment,"Durham, North Carolina","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Edwin Enrique Noreña Juice Box Processing Set / Natural Carbonic Maceration,"Durham, North Carolina","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Wilton Benitez Sidra,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Lychee Co-Ferment,"Billings, Montana","Ciudad Bolivar, Antioquia, Colombia",United States,Colombia,Colombia,,,,,
Wilton Benitez Sidra,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Costa Rica Sin Limites Gesha,"Buffalo, New York","West Valley, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
La Papaya Pacamara Natural Ecuador,"Madison, Wisconsin","Saraguro, Loja, Ecuador",United States,Ecuador,Ecuador,,,,,
Palo de Rosa Pink Bourbon Colombia,"Madison, Wisconsin","La Argentina, Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Djimma Limu Gummay Baby Geisha G1 Washed,"Yilan, Taiwan","Jimma Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Puttin’ On the Ritz Guatemala,"Chicago, Illinois","El Sapito, San Martin Jilotepeque, Chimaltenango, Guatemala",United States,Guatemala,Guatemala,,,,,
Colombia Betulia Natural Caturron,"Billings, Montana","Acevedo, Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Ecuador Mejorado Washed,"Taipei, Taiwan","Saraguro, Loja, Ecuador",Taiwan,Ecuador,Ecuador,,,,,
Colombia Finca La Secreta Lychee Caturra Anaerobic,"Barronett, Wisconsin","Ciudad Bolivar, Antioquia, Colombia",United States,Colombia,Colombia,,,,,
Colombia Linarco Rodriguez Ospina Pink Bourbon Washed 94,"Taipei, Taiwan","Palestina, Huila Department, Colombia",Taiwan,Colombia,Colombia,,,,,
Guatemala Honey Finca El General Gesha,"Chia-Yi, Taiwan","Acatenango, Chimaltenango, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Reserve Costa Rica Don Noel SL28,"Buffalo, New York","West Valley, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Rwanda Humure Abishyizehamwe Low-Oxygen Natural,"Durham, North Carolina","Remera Sector, Gatsibo District, Eastern Province, Rwanda",United States,Rwanda,Rwanda,,,,,
Thailand Quiet Endless Searching Natural,"Durham, North Carolina","Doi Pangkhon, Chiang Rai, Thailand",United States,Thailand,Thailand,,,,,
CitrUnited States Notes Ethiopia Blend,"Chia-Yi, Taiwan",Ethiopia,Taiwan,Ethiopia,Ethiopia,,,,,
Putra Gayo Sumatra,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Putra Gayo Sumatra,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
YUnited Statesra Sumatra,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Kenya Gatirima AA,"Durham, North Carolina","Kibugu, Embu County, Kenya",United States,Kenya,Kenya,,,,,
Ruvumu Natural #13 Burundi,"Madison, Wisconsin","Muruta Commune, Kayanza Province, Burundi",United States,Burundi,Burundi,,,,,
Costa Rica Sumava Anaerobic,"Buffalo, New York","West Valley, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Blue,"Billings, Montana",South America,United States,South America,South America,,,,,
Nsoga Iweyza Tanzania Peaberry,"Madison, Wisconsin","Mbeya, Tanzania",United States,Tanzania,Tanzania,,,,,
Kenya Washed Kirinyaga Getuya AA Top,"Chia-Yi, Taiwan","Kirinyaga District, Kenya",Taiwan,Kenya,Kenya,,,,,
Panama Carmen,"Taipei, Taiwan","Paso Ancho, Panama",Taiwan,Panama,Panama,,,,,
Candy CrUnited Statesh,"Caotun, Nantou, Taiwan",Ethiopia,Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Natural Sidama Bacha 74110,"Chia-Yi, Taiwan","Sidama growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Doho Classic Blend,"Caotun, Nantou, Taiwan","Ethiopia, Guatemala, Colombia",Taiwan,Colombia,Colombia,,,,,
Doho Classic Blend,"Caotun, Nantou, Taiwan","Ethiopia, Guatemala, Colombia",Taiwan,Colombia,Colombia,,,,,
Ethiopia Yirgacheffe Adame G1 Washed 95,"Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Panama Clara Finca Auromar,"Taipei, Taiwan","Santa Clara, Panama",Taiwan,Panama,Panama,,,,,
Ethiopia Guji Uraga Haro Adama Washed G1,"Taipei, Taiwan",Oromia Region; Guji Zone,Taiwan,Oromia Region; Guji Zone,Oromia Region, Guji Zone,,,,
True Love Espresso Blend,"Chia-Yi, Taiwan","Ethiopia, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Heat Blend,"Taipei, Taiwan","Ethiopia, Kenya, Brazil",Taiwan,Brazil,Brazil,,,,,
Ethiopia Natural Sidama Espresso,"Chia-Yi, Taiwan","Sidama growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
SL34 Dark Roast,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Gourmet x Geisha,"New Taipei City, Taiwan","Acatenango, Chimaltenango Department, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Colombia Finca Monteverde,"San Diego, California","Herrera, Tolima Department, Colombia",United States,Colombia,Colombia,,,,,
Kenya Muranga,"Hsinchu, Taiwan","Embu County, Kenya",Taiwan,Kenya,Kenya,,,,,
Kenya AB Athena PlUnited States,"Taiyuan, Taiwan","Nyeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Kayon Mountain,"Dubai, United Arab Emirates","Odo Shakiso District, Guji Zone, Ethiopia",United Arab Emirates,Ethiopia,Ethiopia,,,,,
Kenya,"Taipei, Taiwan","Embu County, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Bench Maji Geisha Lucy Station Dark Roast,"Yilan, Taiwan","Bench Maji Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Colombia Tolima Finca El Vergel Rebel Geisha,"Taitung, Taiwan","Tolima, Colombia",Taiwan,Colombia,Colombia,,,,,
La Papaya Ecuador Geisha Natural,"Madison, Wisconsin","Saraguro, Loja growing region, Ecuador",United States,Ecuador,Ecuador,,,,,
Kenya,"Taipei, Taiwan","Embu County, Kenya",Taiwan,Kenya,Kenya,,,,,
Colombia Buenos Aires Honey Process-Yellow Velvet Peach,"Changhua, Taiwan","Quindio Department, Pijao Village, Colombia",Taiwan,Colombia,Colombia,,,,,
Black Peach Q Blend,"Taoyuan, Taiwan",Colombia; Panama; Papua New Guinea,Taiwan,Colombia; Panama; Papua New Guinea,Colombia, Panama, Papua New Guinea,,,
Encounter of Summer,"Taitung, Taiwan",Costa Rica; Ethiopia,Taiwan,Costa Rica; Ethiopia,Costa Rica, Ethiopia,,,,
Matsuyoi Espresso,"Taichung, Taiwan","Mt. Kilimanjaro growing region, northern Tanzania",Taiwan,northern Tanzania,northern Tanzania,,,,,
Kenya Kagumo AB,"Billings, Montana","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Ethiopia Kayon Mountain,"Dubai, United Arab Emirates","Odo Shakiso District, Guji Zone, Ethiopia",United Arab Emirates,Ethiopia,Ethiopia,,,,,
Ethiopia Kayon Mountain,"Dubai, United Arab Emirates","Odo Shakiso District, Guji Zone, Ethiopia",United Arab Emirates,Ethiopia,Ethiopia,,,,,
Peru Maria Nieves,"Lexington, Virginia","La Coipa, San Ignacio, Cajamarca, Peru",United States,Peru,Peru,,,,,
Ethiopia Worka Sakaro Anaerobic Natural,"Richmond, Virginia","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Bale Mountain Natural Ethiopia,"Madison, Wisconsin","Werka, Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Worka Sakaro Anaerobic Natural,"Richmond, Virginia","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Yirgacheffe Yeast Process,"Billings, Montana","Wenago Woreda, Gedeo Zone, SNNP, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Sumatra Karo Mandheling – ‘lil darker,"Billings, Montana","Paranginan, Humbahas Province, Karo Highlands, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Cumba #3 Burundi,"Madison, Wisconsin","Tangara, Ngozi Province, Burundi",United States,Burundi,Burundi,,,,,
Ethiopia Yirgacheffe Natural Dark,"Oakland, California","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Kayon Mountain,"Dubai, United Arab Emirates","Odo Shakiso District, Guji Zone, Ethiopia",United Arab Emirates,Ethiopia,Ethiopia,,,,,
Ethiopia Kayon Mountain,"Dubai, United Arab Emirates","Odo Shakiso District, Guji Zone, Ethiopia",United Arab Emirates,Ethiopia,Ethiopia,,,,,
Mexico Chiapas Kulatik,"Glendale, California","Tenejapa, Central Highlands, Chiapas, Mexico",United States,Mexico,Mexico,,,,,
Ethiopia Worka Sakaro Anaerobic Natural,"Richmond, Virginia","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Espresso Classico,"Hilo, United States",Brazil; Thailand; Nicaragua; Ecuador,United States,Brazil; Thailand; Nicaragua; Ecuador,Brazil, Thailand, Nicaragua, Ecuador,,
Leles Garut Java,"Madison, Wisconsin","Cijapati, Garut Regency, West Java, Indonesia",United States,Indonesia,Indonesia,,,,,
Map 40 Mokha Java,"Portland, Maine",Ethiopia; Papua New Guinea,United States,Ethiopia; Papua New Guinea,Ethiopia, Papua New Guinea,,,,
Organic Driftless,"Viroqua, Wisconsin",Peru; Guatemala,United States,Peru; Guatemala,Peru, Guatemala,,,,
Organic Driftless,"Viroqua, Wisconsin",Peru; Guatemala,United States,Peru; Guatemala,Peru, Guatemala,,,,
West Papua Wamena,"Lexington, Virginia","Wamena growing region, West Papua, New Guinea",United States,New Guinea,New Guinea,,,,,
Ethiopia Worka Sakaro Anaerobic Natural,"Richmond, Virginia","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Sumatra Dark,"Waterbury Center, Vermont","Karo Regency, North Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Costa Rica Turrialba Volcano Honey Process,"Taipei, Taiwan","Turrialba, Costa Rica",Taiwan,Costa Rica,Costa Rica,,,,,
Ethiopia Sidama Arbegona Duwancho Cooperative G1,"Changhua, Taiwan","Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Arabian Mocha-Java Dark Roast,"Berkeley, California","Africa/Arabia, Indo-Pacific ",United States,Indo-Pacific,Indo-Pacific,,,,,
Ethiopia Yirgacheffe Adame Washed Process,"Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Washed Yirgacheffe Gedeb Worka Chelchele,"Chia-Yi, Taiwan","Gedeo Zone, SNNPR, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Espresso Bella Crema,"Portland, Maine",Central America; South America,United States,Central America; South America,Central America, South America,,,,
Sumatra Dark,"Waterbury Center, Vermont","Karo Regency, North Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Queen Blend,"Taichung, Taiwan",Colombia; Honduras,Taiwan,Colombia; Honduras,Colombia, Honduras,,,,
Ethiopia Sidama Arbegona 74158 Washed,"Taichung, Taiwan","Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,"Topeka, Kansas","Alto Quiel, Panama",United States,Panama,Panama,,,,,
Kona Natural Espresso,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Kona SL34 Champagne Natural Uluwehi Farm,"Minneapolis, Minnesota","Holualoa, Kona, United States",United States,United States,United States,,,,,
Kona SL34 Champagne Natural Uluwehi Farm,"Minneapolis, Minnesota","Holualoa, Kona, United States",United States,United States,United States,,,,,
Gesha Spirits,"San Diego, California","Huila, Colombia",United States,Colombia,Colombia,,,,,
Gesha Spirits,"San Diego, California","Huila, Colombia",United States,Colombia,Colombia,,,,,
Colombia Finca Jardines del Eden Ice Fermentation Natural,"Yilan, Taiwan","Cauca Department, Colombia",Taiwan,Colombia,Colombia,,,,,
Philippines Sitio Belis 1017,"San Diego, California","Benguet, Philippines",United States,Philippines,Philippines,,,,,
Philippines Sitio Belis 1014,"San Diego, Calfornia","Benguet Province, The Philippines",Calfornia,The Philippines,The Philippines,,,,,
Malaysia Sabah Honey,"Minneapolis, Minnesota","Sabah State, East Malaysia",United States,East Malaysia,East Malaysia,,,,,
Colombia Pink Bourbon,"Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Finca La Guaca Ají,"San Rafael, California","Pitalito Municipality, Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Chasing Horizon Natural Espresso,"Taoyuan, Taiwan",Ethiopia,Taiwan,Ethiopia,Ethiopia,,,,,
Colombia Pink Bourbon,"Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Costa Rica Tarrazu Dota El Diosa Geisha,"Taipei, Taiwan","Tarrazu growing region, Costa Rica",Taiwan,Costa Rica,Costa Rica,,,,,
Fruit Bomb/Ethiopia Shantewene,"Jersey City, New Jersey","Sidama Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Tang Bohu Espresso Blend,"Taoyuan, Taiwan",Ethiopia; Kenya; Colombia; Costa Rica,Taiwan,Ethiopia; Kenya; Colombia; Costa Rica,Ethiopia, Kenya, Colombia, Costa Rica,,
Colombia Quindio Anaerobic Natural,"Minneapolis, Minnesota","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Quindio Anaerobic Natural,"Minneapolis, Minnesota","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Quindio Anaerobic Natural,"Minneapolis, Minnesota","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Quindio Anaerobic Natural,"Minneapolis, Minnesota","Quindio Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Tres Dragones,"Jersey City, New Jersey","Caicedonia, Valle de Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Philippine Heritage Microlot,"San Diego, California","Atok, Benguet, The Philippines",United States,The Philippines,The Philippines,,,,,
Kasasagi,"Taipei, Taiwan",Guatemala; Costa Rica,Taiwan,Guatemala; Costa Rica,Guatemala, Costa Rica,,,,
Syunmei Espresso Blend,"Taipei, Taiwan",Ethiopia; Panama; Guatemala; El Salvador ,Taiwan,Ethiopia; Panama; Guatemala; El Salvador,Ethiopia, Panama, Guatemala, El Salvador,,
Colombia Tres Dragones,"Jersey City, New Jersey","Caicedonia, Valle de Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Planadas Ibague,"San Diego, California","Tolima Department, Colombia",United States,Colombia,Colombia,,,,,
Ecuador Peñaherrera AAA,"San Diego, California","Ibarra, Imbabura Province, Ecuador",United States,Ecuador,Ecuador,,,,,
Ecuador Peñaherrera AAA,"San Diego, California","Ibarra, Imbabura Province, Ecuador",United States,Ecuador,Ecuador,,,,,
Colombia Tres Dragones Natural,"Topeka, Kansas","Caicedonia, Valle de Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Costa Rica La Chumeca,"Lexington, Virginia","Santa Maria de Dota, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Karatina Kenya,"Madison, Wisconsin","Nyeri County, Kenya",United States,Kenya,Kenya,,,,,
Karatina Kenya,"Madison, Wisconsin","Nyeri County, Kenya",United States,Kenya,Kenya,,,,,
Ruby Sweet Lychee,"Tainan, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Fruits Island,"Tainan, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Burundi Kibingo Intenso,"Glendale, California","Kayanza Province, Burundi",United States,Burundi,Burundi,,,,,
Ethiopia Keramo Natural,"Madison, Wisconsin","Sidama growing region, Ethiopia ",United States,Ethiopia,Ethiopia,,,,,
Burundi Kabarore Commune,"San Diego, California","Kayanza Province, Burundi",United States,Burundi,Burundi,,,,,
Colombia Cumbarco Lot 397,"Jersey City, New Jersey","Caicedonia, Valle de Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Sidamo Yirgalem,"Lexington, Virginia","Sidamo growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya Washed Kiambu Uklili AB Espresso,"Chia-Yi, Taiwan","Kiambu growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Karamo Ethiopia,"Madison, Wisconsin","Sidama growing region, Ethiopia ",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Yirgacheffe Adado,"Harrisonburg, Virginia","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Costa Rica Cordillera de Fuego,"Harrisonburg, Virginia","Tarrazu growing region, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Tanzania Mbeya Mimba,"Lexington, Virginia","Mbozi, Mbeya growing region, Tanzania",United States,Tanzania,Tanzania,,,,,
Costa Rica Los Torres Microlot Black Honey,"Madison, Wisconsin","Rivas District, Chirripo Region, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Supernatural,"Lee, MassachUnited Statesetts","Sidama Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Classic Blend,"San Diego, California",Nicaragua; Guatemala,United States,Nicaragua; Guatemala,Nicaragua, Guatemala,,,,
Ethiopia Guracho Natural,"San Diego, California","Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Meridiano Ecuador,"Madison, Wisconsin","Quito, Pichincha Province, Ecuador",United States,Ecuador,Ecuador,,,,,
Ethiopia Keramo Natural,"Madison, Wisconsin","Sidama growing region, Ethiopia ",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Alemaza Natural SOE,"Taipei, Taiwan","Sidama Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Kenya Nyeri Hill Farm AA TOP,"Taipei, Taiwan","Nyeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Gedeb Worka Single Variety 74110 G1,"Taipei, Taiwan","Gedeb District, Gedeo Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Classic Blend,"San Diego, California",Nicaragua; Guatemala,United States,Nicaragua; Guatemala,Nicaragua, Guatemala,,,,
Colombia Pink Bourbon,"Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Natural Shakisso Mormora 74112,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Washed Shakisso Mormora 74112,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Costa Rica Las Montañas Honey,"Thermopolis, Wyoming","Tarrazú growing region, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Panama Finca Santa Teresa,"Thermopolis, Wyoming","Chiriquí Province, Panama",United States,Panama,Panama,,,,,
Zambia Mafinga Hills Natural,"Thermopolis, Wyoming","Northern Province, Zambia",United States,Zambia,Zambia,,,,,
Mexico Altura Natural Water Process Decaf,"Thermopolis, Wyoming","Chiapas, Mexico",United States,Mexico,Mexico,,,,,
44˚N 68˚W Bar Harbor,"Brewer, Maine",Costa Rica; Sumatra,United States,Costa Rica; Sumatra,Costa Rica, Sumatra,,,,
